535,百貨公司,bǎihuò gōngsī,Noun,department store,明天一起去百貨公司看看。,Míngtiān yīqǐ qù bǎihuò gōngsī kàn kàn.,Let's go to department store and look around tomorrow.,這間百貨公司有很多日本商店。,Zhè jiān bǎihuò gōngsī yǒu hěnduō rìběn shāng diàn.,There are a lot of Japanese shops in this department store .
536,冰箱,bīngxiāng,Noun,refrigerator,冰箱裡有很多牛奶，你可以喝。,"Bīngxiāng li yǒu hěnduō niúnǎi, nǐ kěyǐ hē.","There are a lot of milk in the fridge, you can drink.",明天下午要去百貨公司買冰箱。,Míngtiān xiàwǔ yào qù bǎihuò gōngsī mǎi bīngxiāng.,We will buy a fridge in department store tomorrow afternoon.
537,二手,èrshǒu,Adj,"second-hand (information, equipment etc)",這是一張二手沙發，但是看起來很新。,"Zhè shì yī zhāng èrshǒu shāfā, dànshì kàn qǐlái hěn xīn.","This is a second hand sofa, but it looks new.",在哪裡可以買二手冰箱？,Zài nǎlǐ kěyǐ mǎi èrshǒu bīngxiāng?,Where can I buy second-hand refrigerators?
538,原來,yuánlái,Adj/Adv,"original, former",我原來的電腦壞了，所以買新的。,"Wǒ yuánlái de diànnǎo huài le, suǒyǐ mǎi xīn de.","My old computer is broken, so I bought a new one.",原來放在這裡的冰箱去哪裡了？,Yuánlái fàng zài zhèlǐ de bīngxiāng qù nǎlǐ le?,Where is the refrigerator that I put here?
539,輕鬆,qīngsōng,Adj,"relaxed,to relaxed",他的工作很輕鬆。,Tā de gōngzuò hěn qīngsōng.,His work is simple.,他覺得夏天旅遊比冬天旅遊輕鬆多了。,Tā juéde xiàtiān lǚyóu bǐ dōngtiān lǚyóu qīngsōng duō le.,He thinks traveling in summer is more relaxed than in winter.
540,出發,chūfā,Verb,"to set off, to start (on a journey)",明天九點從家裡出發。,Míngtiān jiǔ diǎn cóng jiā lǐ chūfā.,He departs tomorrow at 9 am from home.,你要幾點出發去公司呢？,Nǐ yào jǐdiǎn chūfā qù gōngsī ne?,What time do you want to go to the company?
541,歷史,lìshǐ,Noun,history,這座城市有許多歷史古蹟。,Zhè zuò chéngshì yǒu xǔduō lìshǐ ɡǔjì.,The city has many historical monuments.,你聽過哪些歷史故事？,Nǐ tīngguò nǎxiē lìshǐ gùshì.,Which historical stories you've heard?
542,現代,xiàndài,Noun/Adj,"modern times, modern age, modern era",你瞭解現代藝術嗎？,Nǐ liǎojiě xiàndài yìshù ma?,Do you know about modern art?,這座城市有很多現代風格的大樓。,Zhè zuò chéngshì yǒu hěnduō xiàndài fēnggé de dàlóu.,The city has many modern buildings.
543,市中心,shì zhōngxīn,Noun,"city center, downtown",明天十點我們出發去市中心。,Míngtiān shí diǎn wǒmen chūfā qù shì zhōngxīn,Tomorrow at ten a.m. we'll set off to the city center.,他家住在市中心裡。,Tā jiā zhù zài shì zhōngxīn lǐ.,He lives in the city center.
544,禁止,jìnzhǐ,Verb,"to prohibit, to forbid, to ban",這裡禁止吃東西。,Zhèlǐ jìnzhǐ chī dōngxi.,Eating is forbidden here.,公車裡禁止大聲說話。,Gōngchē li jìnzhǐ dà shēng shuōhuà.,Speaking loudly is forbidden on the bus.
545,逛,guàng,Verb,"to stroll, to visit",我最喜歡出門逛逛。,Wǒ zuì xǐhuan chūmén guàng guàng.,I like to go shopping.,明天我會去市場逛逛。,Míngtiān wǒ huì qù shìchǎng guàng guàng.,I will go to the market tomorrow.
546,風格,fēnggé,Noun,style,這件衣服有中國的風格。,Zhè jiàn yīfu yǒu Zhōngguó de fēnggé.,This outfit is Chinese style.,我很喜歡現代風格的大樓。,Wǒ hěn xǐhuan xiàndài fēnggé de dàlóu.,I like the building with modern style.
547,當然,dāngrán,Adv,"certainly, of course",A: 我們可以談一談嗎？ B: 當然！,A: Wǒmen kěyǐ tán yī tán ma? B: Dāngrán!,A: Can we talk? B: Of course.,我們當然要去美美的生日會啊！,Wǒmen dāngrán yào qù Měiměi de shēngrì huì a!,We certainly will go Meimei's birthday party.
548,迷路,mílù,Verb Object,"to lose the way, lost,",因為我迷路，所以遲到了。,"Yīnwèi wǒ mílù, suǒyǐ chídàole.","Because I was lost, I was late.",他昨天在百貨公司裡迷路。,Tā zuótiān zài bǎihuò gōngsī lǐ mílù.,He was lost in the department store yesterday.
549,上車,shàng chē,Verb Object,"to get on or into (a bus, train, car etc)",上車吧！我開車帶你去公司。,Shàng chē ba! Wǒ kāichē dài nǐ qù gōngsī.,"Get in the car, I will drive you to the office.",他上車以後發現坐錯車了。,Tā shàng chē yǐhòu fāxiàn zuò cuòchēle.,He found out that he took a wrong bus only after got on the bus.
550,晴天,qíngtiān,Noun,sunny day,你喜歡晴天還是雨天呢？,Nǐ xǐhuan qíngtiān háishì yǔtiān ne?,Do you like sunny or rainy days?,今天是晴天，我們一起去走走吧！,"Jīntiān shì qíngtiān, wǒmen yīqǐ qù zǒu zǒu ba!",Today is a sunny day. Let's go for a walk!
551,來不及,láibují,Phrase,"there's not enough time (to do something), it's too late (to do something)",來不及了，快一點兒，要遲到了。,"Láibujíle, kuài yìdiǎnr, yào chídào le.",It is too late. Hurry up. We are going to be late.,上班來不及了，快上車。,"Shàngbān láibujíle, kuài shàng chē.","It's almost late for work, get on the car quickly."
552,然後,ránhòu,Adv,"then, after that",煮火鍋的方法不難。先把火打開，再把蔬菜、肉放進去鍋子裡，然後等一會兒就可以吃了。,"Zhǔ huǒguō de fāngfǎ bù nán. Xiān bǎ huǒ dǎkāi, zài bǎ shūcài, ròu fàng jìnqù guōzi lǐ, ránhòu děng yìhuǐr jiù kěyǐ chī le.","It is not difficult to make hotpot. First, turn on the stove, then put vegetables and meats in the pot. After waiting for a while, you can eat it.",我喜歡先喝汽水跟湯，然後再吃飯。,"Wǒ xǐhuan xiān hē qìshuǐ gēn tāng, ránhòu zài chīfàn.","I like to first drink soft drinks and soup, and then eat."
553,趕快,gǎnkuài,Adv,"at once, immediately",我們趕快走吧！要下雨了。,Wǒmen gǎnkuài zǒu ba! Yào xià yǔle.,Let's go! It is going to rain soon.,你看！公共汽車來了，趕快跑。,"Nǐ kàn! Gōnggòng qìchē lái le, gǎnkuài pǎo.","Look! The bus is coming, run quickly."
554,下車,xiàchē,Verb Object,"to get off or out of (a bus, train, car etc)",你下車以後，往右拐。醫院就在那兒。,"Nǐ xiàchē yǐhòu, wǎng yòu guǎi. Yīyuàn jiù zài nà'er.","After you get off the bus, turn right. The hospital is right there.",趕快下車，大家都在等你呢！,"Gǎnkuài xià chē, dàjiā dōu zài děng nǐ ne!",Get off quickly. Everyone is waiting for you!
555,急,jí,Adj,"hurried, to make (somebody) anxious",這件事很急，我今天一定要做完。,"Zhè jiàn shì hěn jí, wǒ jīntiān yídìng yào zuò wán.","This is urgent, I have to finish it today.",今天早上太晚起床，急得把衣服穿錯了,"Jīntiān zǎoshang tài wǎn qǐchuáng, jí de bǎ yīfu chuān cuòle.","I woke up too late today, I wore wrong clothes because i was in the hurry."
556,弄,nòng,Verb,"to do, to manage, to handle, to play with, to fool with, to mess with, to fix, to toy with",媽媽弄了一碗麵。,Māmā nòngle yī wǎn miàn.,Mom made a bowl of noodles.,她把畫弄壞了。,Tā bǎ huà nòng huài le.,She broke the painting.
557,壞,huài,Adj,"bad, spoiled, broken, to break down",他把東西弄壞了，媽媽很生氣。,"Tā bǎ dōngxi nòng huài le, māma hěn shēngqì.","He broke something, Mom is very angry.",這台電腦壞了，已經不能用了。,"Zhè tái diànnǎo huài le, yǐjīng bùnéng yòng le.",This computer is broken. It can not work any more.
558,生氣,shēngqì,Adj,"to get angry, angry",他看起來很生氣，發生什麼事了？,"Tā kàn qǐlái hěn shēngqì, fāshēng shénme shì le?",He looks very angry. What happened?,東西壞了，他很生氣。,"Dōngxi huài le, tā hěn shēngqì.","Something is broken, he is very angry."
559,不小心,bù xiǎoxīn,Adj/Adv,"heedless, careless",我不小心把東西打破了。,Wǒ bù xiǎoxīn bǎ dōngxi dǎpò le.,I accidentally broke something.,他不小心弄壞了椅子，媽媽很生氣。,"Tā bù xiǎoxīn nòng huài le yǐzi,māma hěn shēngqì.",He accidentally broke the chair. His mother was super angry.
560,搬家,bānjiā,Verb Object,to move (house),我昨天剛搬家，現在想去二手商店買一些東西。,"Wǒ zuótiān gāng bānjiā, xiànzài xiǎng qù èrshǒu shāngdiàn mǎi yīxiē dōngxi.","I just moved yesterday, and now want to go to the second-hand shop to buy something.",謝謝你幫我搬家，我請你吃東西吧！,"Xièxiè nǐ bāng wǒ bānjiā, wǒ qǐng nǐ chī dōngxi ba!",Thank you for helping me move. Let me treat you to a meal!
561,請客,qǐngkè,Verb Object,"to treat, to invite to dinner",今天我請客，你想吃什麼呢？,"Jīntiān wǒ qǐngkè, nǐ xiǎng chī shénme ne?","Today is my treat, what do you want to eat?",他昨天請客嗎？你們去哪間餐廳吃呢？,Tā zuótiān qǐngkè ma? Nǐmen qù nǎ jiān cāntīng chī ne?,Did he treat yesterday? Which restaurant did you go to?
562,整理,zhěnglǐ,Verb,"to arrange, to tidy up",把房間整理好，就可以吃晚餐。,"Bǎ fángjiān zhěnglǐ hǎo, jiù kěyǐ chī wǎncān.","After tidying up the room, you can eat dinner.",你趕快整理東西，媽媽要回家了。,"Nǐ gǎnkuài zhěnglǐ dōngxi, māmā yào huí jiā le.","Quickly tidy up your room, Mom is coming back home."
563,掃地,sǎodì,Verb Object,"to sweep the floor,",他喜歡掃地和整理房間。,Tā xǐhuan sǎodì hé zhěnglǐ fángjiān.,He likes to sweep and clean the room.,弟弟每個星期都幫媽媽掃地。,Dìdi měi ge xīngqī dōu bāng māma sǎodì.,My younger brother helps mother sweeping floor every week.
564,打破,dǎpò,Verb,"to break, to smash",他把我最喜歡的杯子打破了。,Tā bǎ wǒ zuì xǐhuan de bēizi dǎpò le.,My favorite mug was broken by him.,整理房間的時候，他不小心打破了東西。,"Zhěnglǐ fángjiān de shíhou, tā bù xiǎoxīn dǎpòle dōngxi.","When cleaning the room, he accidentally broke something."
565,丟,diū,Verb,to lose,我的手機丟了，我好難過。,"Wǒ de shǒujī diū le, wǒ hǎo nánguò.","My cell phone is lost, I am so sad.",他怕丟錢。,Tā pà diū qián.,He is afraid of losing his money.
566,出事,chūshì,Verb Object,"to have an accident, to meet with a mishap",出事了，快打電話回家。,"Chūshì le, kuài dǎdiànhuà huí jiā.",Something happened! Call home!,為什麼都不接電話，是不是出事了？,"Wèishénme dōu bù jiē diànhuà, shì búshì chūshì le?",Why did you all not pick up the phone? Did something happen?
567,奇怪,qíguài,Adj,"strange, odd",真奇怪，今天他沒有來上班。,"Zhēn qíguài, jīntiān tā méiyǒu lái shàngbān.","Really strange, today he did not come to work.",今天的天氣很奇怪，剛是雨天，現在是晴天。,"Jīntiān de tiānqì hěn qíguài, gāng shì yǔtiān, xiànzài shì qíngtiān.","The weather today is weird, It was just raining, and now is sunny day."
568,糊塗,hútú,Adj,"muddled, silly, confused",你真糊塗，手機不是在你的包包裡嗎？,"Nǐ zhēn hútú, shǒujī bùshì zài nǐ de bāo bāo lǐ ma?","You're so confused, isn't your phone in your bag?",我的弟弟很糊塗，常忘了帶錢包出門。,"Wǒ de dìdì hěn hútú, cháng wàngle dài qiánbāo chūmén.","My younger brother is very careless, he often forget to bring his wallet when go out."
569,不見,bújiàn,Adj,"to have disappeared, to be missing",我的手機不見了，快幫我找一找。,"Wǒ de shǒujī bújiànle, kuài bāng wǒ zhǎo yī zhǎo.","My cell phone is gone, help me find it.",我買的魚怎麼不見了？,Wǒ mǎi de yú zěnme bùjiàn le?,Where's the fish I bought?
570,難過,nánguò,Adj,"to feel sad, to feel unwell",我最喜歡的杯子被打破了，我很難過。,"Wǒ zuì xǐhuan de bēizi bèi dǎpòle, wǒ hěn nánguò.","My favorite cup was broken, so I was very sad.",我的手機不見了，所以我很難過。,"Wǒ de shǒujī bùjiànle, suǒyǐ wǒ hěn nánguò.","My cellphone is missing, so I am sad."
571,好在,hǎo zài,Adv,"luckily, fortunately",好在你找到了手機，沒有手機真不方便。,"Hǎo zài nǐ zhǎodàole shǒujī, méiyǒu shǒujī zhēn bù fāngbiàn.","Fortunately, you found your cell phone. It's really inconvenient without it.",好在我今天沒出門，外面現在下大雨。,"Hǎo zài wǒ jīntiān méi chūmén, wàimiàn xiànzài xià dàyǔ.","Luckily I didn't go out today, it's raining heavily outside."
572,別急,bié jí,Phrase,"Dont rush, dont be anxious",別急！時間還沒到呢！你可以慢慢來。,Bié jí! Shíjiān hái méi dào ne! Nǐ kěyǐ màn man lái.,Do not worry! Time is not yet up! You can do slowly.,別急，你的漢語會慢慢進步的。,"Bié jí, nǐ de hànyǔ huì màn man jìnbù de.","Don't worry, your Chinese will improve gradually."
573,小偷,xiǎotōu,Noun,thief,我看到小偷跑了，快打電話給警察。,"Wǒ kàn dào xiǎotōu pǎole, kuài dǎdiànhuà gěi jǐngchá.","I saw the thief gone, call the police right now!",昨天我家的東西都讓小偷給偷了。,Zuótiān wǒjiā de dōngxi dōu ràng xiǎotōu gěi tōule.,My things are all stolen by thief yesterday.
574,偷,tōu,Verb,to steal,我家的電視讓小偷給偷了。,Wǒjiā de diànshì ràng xiǎotōu gěi tōule.,The thief stole my TV.,我放在桌上的電腦被偷了。,Wǒ fàng zài zhuō shàng de diànnǎo bèi tōule.,The computer I placed on the table was stolen.
575,戴,dài,Verb,"to put on or wear (glasses, hat, gloves etc)",那個人戴著紅色的帽子，走得很快，太奇怪了。,"Nà gèrén dàizhe hóngsè de màozi, zǒu de hěn kuài, tài qíguài le.","The man, who wore a red hat, walked very quickly. It was so strange.",如果不戴眼鏡，我看不到老師寫在黑板的字。,"Rúguǒ bú dài yǎnjìng, wǒ kàn bú dào lǎoshī xiě zài hēibǎn de zì.","If I don't wear glasses, I can't see the words on the blackboard that are written by teacher."
576,背,bēi,Verb,to carry on the back or shoulder,我背了太多東西，好重，你可以幫我嗎？,"Wǒ bēi le tài duō dōngxi, hǎo zhòng, nǐ kěyǐ bāng wǒ ma?",I'm carrying too many things with me. They are so heavy. Can you help me?,今天我哥哥背著昨天買的新書包。,Jīntiān wǒ gēgē bēi zhe zuótiān mǎi de xīn shūbāo.,My brother is carrying the bag which he bought yesterday.
577,帽子,màozi,Noun,"hat, cap",這是我最喜歡的帽子，是我媽媽送給我的。,"Zhè shì wǒ zuì xǐhuan de màozi, shì wǒ māmā sòng gěi wǒ de.",This is my favorite hat. My mother gave me this hat.,我每天都戴著帽子去上課。,Wǒ měitiān dōu dàizhe màozi qù shàngkè.,I wear hat to class every day.
578,眼鏡,yǎnjìng,Noun,"spectacles, eyeglasses",這副眼鏡，很漂亮，我很喜歡。,"Zhè fù yǎnjìng, hěn piàoliang, wǒ hěn xǐhuan.",This glasses is beautiful. I like it so much.,放在洗手間的眼鏡是誰的？,Fàng zài xǐshǒujiān de yǎnjìng shì shéi de?,Whose are the glasses left in the restroom?
579,背包,bèibāo,Noun,"knapsack,backpack",這個背包是爸爸送給我的，我已經用了五年了。,"Zhège bēibāo shì bàba sòng gěi wǒ de, wǒ yǐjīng yòng le wǔ nián le.",My father presented this backpack for me. I've already used for five years.,這個背包很大，能裝很多東西。,"Zhège bēibāo hěn dà, néng zhuāng hěnduō dōngxi.","This bag is really big, you can put a lot of things in it."
580,鞋,xié,Noun,shoes,明天你陪我去百貨公司買鞋吧！,Míngtiān nǐ péi wǒ qù bǎihuò gōngsī mǎi xié ba!,Tomorrow accompany me to the department store to buy shoes!,穿這雙鞋去公司不太合適。,Chuān zhè shuāng xié qù gōngsī bù tài héshì.,It's not appropriate to wearing this shoes to the office.
581,襯衫,chènshān,Noun,"shirt, blouse",這件襯衫我在百貨公司買的。,Zhè jiàn chènshān wǒ zài bǎihuò gōngsī mǎi de.,This shirt I bought in the department store.,我真糊塗，今天穿錯襯衫去公司。,"Wǒ zhēn hútú, jīntiān chuān cuò chènshān qù gōngsī.",How silly I am. I wore the wrong shirts to the office.
582,褲子,kùzi,Noun,"trousers, pants",這件褲子被他弄破了，媽媽很生氣。,"Zhè jiàn kùzi bèi tā nòng pòle, māmā hěn shēngqì.","This pants were broken by him, so my mother was very angry.",我昨天整理房間的時候，發現小時候穿過的褲子。,"Wǒ zuótiān zhěnglǐ fángjiān de shíhou, fāxiàn xiǎoshíhou chuānguò de kùzi.","When I cleaned the room yesterday, I found the pants I had worn when I was little."
583,雙,shuāng,Measure word,a pair of,這裡有好多鞋子，你喜歡哪一雙鞋呢？,"Zhèlǐ yǒu hǎoduō xiézi, nǐ xǐhuan nǎ yī shuāng xié ne?","There are a lot of shoes here, which pair of shoes do you like?",這雙筷子是我在北京買的。,Zhè shuāng kuàizi shì wǒ zài běijīng mǎi de.,I bought this pair of chopsticks in Beijing.
584,跑,pǎo,Verb,to run,公共汽車要來了，快跑，上班來不及了。,"Gōnggòng qìchē yào láile, kuài pǎo, shàngbān láibují le.","Bus is coming, we're going to be late, run faster!",晴天的時候，我喜歡到我家附近的公園跑一跑。,"Qíngtiān de shíhou, wǒ xǐhuan dào wǒjiā fùjìn de gōngyuán pǎo yī pǎo.","In sunny day, I like to go running in the park where near my home."
585,警察,jǐngchá,Noun,"police, police officer",我迷路了，好在有警察的幫忙。,"Wǒ mílùle, hǎo zài yǒu jǐngchá de bāngmáng.","I was lost, but fortunately, a police helped me.",警察先生，請問這附近的歷史博物館在哪兒？,"Jǐngchá xiānshēng, qǐngwèn zhè fùjìn de lìshǐ bówùguǎn zài nǎ'er?","Police officer, May I ask where the nearby history museum is?"
586,怪不得,guàibùdé,Phrase,"no wonder!, so that's why!",原來今天是他的生日，怪不得他這麼開心。,"Yuánlái jīntiān shì tā de shēngrì, guàibùdé tā zhème kāixīn.",It is his birthday today. No wonder he is so happy.,我昨天喝酒喝太多，怪不得今天早上頭痛。,"Wǒ zuótiān hējiǔ hē tài duō, guàibùdé jīntiān zǎoshang tóutòng.","I drank too much yesterday, no wonder I have headache this morning."
587,左右,zuǒyòu,Adv,approximately,我昨天十二點左右才睡。,Wǒ zuótiān shí'èr diǎn zuǒyòu cái shuì.,I slept at about twelve o'clock yesterday.,我學了三個月左右的漢語。,Wǒ xuéle sān gè yuè zuǒyòu de hànyǔ.,I have learned Chinese for about three months.
588,比賽,bǐsài,Noun,"competition (sports etc), match",今天晚上是足球比賽，你要一起看嗎？,"Jīntiān wǎnshàng shì zúqiú bǐsài, nǐ yào yīqǐ kàn ma?","Tonight is a football match, do you want to see it together?",明天晚上比賽才開始，下班以後一起去酒吧看吧！,"Míngtiān wǎnshàng bǐsài cái kāishǐ, xiàbān yǐhòu yīqǐ qù jiǔbā kàn ba!",The competition will begin tomorrow night. Let's go watch the game at the bar after work!
589,贏,yíng,Verb,"to beat, to win",我最喜歡的球隊贏了，我太高興了。,"Wǒ zuì xǐhuan de qiú duì yíngle, wǒ tài gāoxìngle.","My favorite team won, I'm so happy",我相信他們一定會贏。,Wǒ xiāngxìn tāmen yídìng huì yíng.,I believe they will win!
590,進球,jìn qiú,Verb Object,to score a goal,是他踢進球的，真的是太厲害了。,"Shì tā tī jìn qiú de, zhēn de shì tài lìhàile.","It was his goal, he's really quite skilled.",進球了，我們贏了！,"Jìn qiúle, wǒmen yíngle!","He scored the goal, we won!"
591,禿,tū,Adj,bald,他的頭有點兒禿，但是很帥。,"Tā de tóu yǒudiǎnr tū, dànshì hěn shuài.","His head is a bit bald, but he is still handsome.",我的爸爸頭有點兒禿。,Wǒ de bàba tóu yǒudiǎn er tū.,My father is a little bald.
592,魅力,mèilì,Noun,charming,這個男人很有魅力，大家都很喜歡他。,"Zhège nánrén hěn yǒu mèilì, dàjiā dōu hěn xǐhuan tā.","This man is very attractive, we all like him.",他笑起來很有魅力。,Tā xiào qǐlái hěn yǒu mèilì.,He is very charming when he smiles.
593,球星,qiúxīng,Noun,sports star (ball sport),這是我最喜歡的球星，他很厲害。,"Zhè shì wǒ zuì xǐhuan de qiúxīng, tā hěn lìhài.","This is my favorite star, he is very powerful.",雖然這位球星不高，可是非常有魅力。,"Suīrán zhè wèi qiúxīng bù gāo, kěshì fēicháng yǒu mèilì.","He is not tall, but he is very attractive."
594,經過,jīngguò,Verb,to pass,昨天經過學校的時候，我看見美美在打籃球。,"Zuótiān jīngguò xuéxiào de shíhou, Wǒ kànjiàn Měiměi zài dǎ lánqiú.",I saw Meimei playing basketball when I passing our school yesterday.,我每天去學校都會經過一家很漂亮的咖啡店。,Wǒ měitiān qù xuéxiào dūhuì jīngguò yījiā hěn piàoliang de kāfēi diàn.,I pass a beautiful coffee shop every day on the way to school.
595,圓,yuán,Adj,round shape,這張桌子是圓的，我很喜歡。,"Zhè zhāng zhuōzi shì yuán de, wǒ hěn xǐhuan.",This table is round shape and I like it.,他的臉圓圓的，很好看。,"Tā de liǎn yuán yuán de, hěn hǎokàn.",His face is round and nice-looking.
596,丈夫,zhàngfu,Noun,husband,那位穿白襯衫的是我的丈夫。,Nà wèi chuān bái chènshān de shì wǒ de zhàngfu.,That man with white shirts is my husband.,我的丈夫是導遊。,Wǒ de zhàngfu shì dǎoyóu.,My husband is a tour guide.
597,位,wèi,Measure word,measure word for people (honorific),那位戴紅色的帽子的男生是我的弟弟。,Nà wèi dài hóngsè de màozi de nánshēng shì wǒ de dìdi.,That man who is wearing a red hat is my younger brother.,今天有幾位同事要一起去看電影呢？,Jīntiān yǒu jǐ wèi tóngshì yào yīqǐ qù kàn diànyǐng ne?,How many colleagues are going to watch movies today?
598,眼睛,yǎnjīng,Noun,eye,他的眼睛圓圓的，很漂亮。,"Tā de yǎnjīng yuán yuán de, hěn piàoliang.",His eyes are round and pretty.,他的眼睛是藍色的。,Tā de yǎnjīng shì lánsè de.,His eyes are blue.
599,妻子,qīzi,Noun,wife,我的妻子喜歡吃蛋糕。,Wǒ de qīzi xǐhuan chī dàngāo.,My wife likes to eat cakes.,我的妻子是長頭髮。,Wǒ de qīzi shì zhǎng tóufǎ .,My wife is long hair.
600,臉,liǎn,Noun,face,這位臉紅紅的，笑得很開心的是誰？,"Zhè wèi liǎnhóng hóng de, xiào de hěn kāixīn de shì shéi?",Who is this with a red and laughing face?,你的臉怎麼了？,Nǐ de liǎn zěnmele?,What's wrong with your face?
601,個子,gèzi,Noun,"height, stature",爸爸的個子高高的，臉胖胖的。,"Bàba de gèzi gāo gāo de, liǎn pàng pàng de.","Daddy is tall, and his face is fat.",他的個子好高。,Tā de gèzi hào gāo.,He is tall.
602,先生,xiānsheng,Noun,"Mr., husband",我的先生在醫院工作。,Wǒ de xiānshēng zài yīyuàn gōngzuò.,My husband works in the hospital.,這位先生瘦瘦的，頭髮長長的。,"Zhè wèi xiānshēng shòu shòu de, tóufà zhǎng zhǎng de.",The gentleman is thin and long hair.
603,差不多,chàbùduō,Adv,"almost, nearly",從我家到歷史博物館走路差不多十分鐘。,Cóng wǒjiā dào lìshǐ bówùguǎn zǒulù chàbùduō shí fēnzhōng.,It takes about ten minutes walk from my home to history museum.,你的哥哥跟你差不多高。,Nǐ dí gēgē gēn nǐ chàbùduō gāo.,Your brother is almost as tall as you.
604,厲害,lìhài,Adj,"tremendous, awesome",他學漢語才三個月，就這麼厲害了。,"Tā xué hànyǔ cái sān gè yuè, jiù zhème lìhàile.",He learned Chinese only three months but he is good at it.,你很厲害，這麼難的漢字都會寫。,"Nǐ hěn lìhài, zhème nán de hànzì dūhuì xiě.",It's so amazing that you could write such a difficult Chinese character.
605,聽力,tīnglì,Noun,listening skill/ hearing,我的聽力不好，也很怕跟中國人說話。,"Wǒ de tīnglì bù hǎo, yě hěn pà gēn Zhōngguó rén shuōhuà.","My hearing is not good, and very afraid to talk with Chinese people.",你平常怎麼練習聽力的？,Nǐ píngcháng zěnme liànxí tīnglì de?,How do you practice your listening?
606,努力,nǔlì,Adj/Adv,"great effort,  to try hard",因為想去中國，所以他每天都努力學習漢語。,"Yīnwèi xiǎng qù Zhōngguó, suǒyǐ tā měitiān dū nǔlì xuéxí hànyǔ.","Because he wanted to go to China, so he worked hard every day to learn Chinese.",每天努力學習，多練習就會很厲害了。,"Měitiān nǔlì xuéxí, duō liànxí jiù huì hěn lìhàile.",Study hard and practice every day then you will be good at it.
607,進步,jìnbù,Verb,"to improve, to get ahead",你的漢語怎麼進步這麼快？跟誰學的？,Nǐ de hànyǔ zěnme jìnbù zhème kuài? Gēn shéi xué de?,How did your Chinese improve so fast? Who did you study with?,每天努力學習，就會進步很快了，不要擔心。,"Měitiān nǔlì xuéxí, jiù huì jìnbù hěn kuàile, bùyào dānxīn.","You will make progress quickly if you study hard every day, don't worry."
608,緊張,jǐnzhāng,Adj,nervous,你不要緊張，媽媽很快就會來接你了。,"Nǐ búyào jǐnzhāng, māmā hěn kuài jiù huì lái jiē nǐle.","You shouldn't be nervous, Mom will come to pick you up soon.",我每次跟中國人說話都會緊張，你會嗎？,"Wǒ měi cì gēn Zhōngguó rén shuōhuà dūhuì jǐnzhāng, nǐ huì ma?","Every time I talk to the Chinese people, I get nervous. how 'bout you?"
609,難,nán,Adj,difficult,這個漢字很難，我寫了好久還是不會。,"Zhège hànzì hěn nán, wǒ xiěle hǎojiǔ háishì bú huì.","This Chinese character is very difficult, I've been writing it for a long time but I can't master it.",你覺得漢語難嗎？為什麼？,Nǐ juéde hànyǔ nán ma? Wèishénme?,Do you think Chinese is difficult? Why?
610,容易,róngyì,Adj,easy,這個漢字非常容易，你一定也會寫。,"Zhège hànzì fēicháng róngyì, nǐ yídìng yě huì xiě.","This character is very easy, you definitely could write it.",這個字真不容易寫。,Zhège zì zhēn bù róngyì xiě.,The word is not easy to write.
611,過,guò,Verb,to pass,你每天多看多聽和多說，過不久漢語就會進步了。,"Nǐ měitiān duō kàn duō tīng hé duō shuō,guò bu jiǔ hànyǔ jiù huì jìnbùle.","If you read more, listen more and speak more every day, soon your Chinese will progress.",時間過得真慢，現在才三點,"Shíjiānguò de zhēn màn, xiànzài cái sān diǎn.",Time pass so slowly that now is only three o'clock.
612,明白,míngbái,Verb,"to understand, to realize",你聽明白老師說什麼了嗎？請再說一次。,Nǐ tīng míngbái lǎoshī shuō shénmeliǎo ma? Qǐng zàishuō yīcì.,Did you understand what the teacher said? Please say that again.,我已經說得很明白了，今天八點見，為什麼你還是遲到了？,"Wǒ yǐjīng shuō de hěn míngbáile, jīntiān bā diǎn jiàn, wèishénme nǐ háishì chídào le?","I had said so clear that we meet at eight o'clock today, why are you still late?"
613,認為,rènwéi,Verb,"to believe, to think",在中國認為八是吉利的數字，所以大家都喜歡。,"Zài Zhōngguó rènwéi bā shì jílì de shùzì, suǒyǐ dàjiā dōu xǐhuān.","In China, eight is an auspicious number, so we all like it.",你認為在哪兒學漢語最好？,Nǐ rènwéi zài nǎ'er xué hànyǔ zuì hǎo?,Where do you think is the best place to learn Chinese?
614,吉利,jílì,Adj,"auspicious, lucky, propitious",我很喜歡九，因為長長久久，聽起來很吉利。,"Wǒ hěn xǐhuan jiǔ, yīnwèi  cháng cháng jiǔ jiǔ, tīng qǐlái hěn jílì.","I like ''nine'' very much. Because it has the same sound as the word ''long'' in Chinese, it sounds very lucky.",媽媽認為打破杯子很不吉利。,Māmā rènwéi dǎpò bēizi hěn bù jílì.,Mom thought it was unlucky when the cup be broken.
615,發財,fācái,Verb Object,to get rich,他每天只想著發財，但是不努力工作。,"Tā měitiān zhǐ xiǎngzhe fācái, dànshì bù nǔlì gōngzuò.","He only wants to make a fortune every day, but he does not work hard.",在中國，數字八聽起來就跟發財的意思是一樣的。,"Zài Zhōngguó, shùzì bā tīng qǐlái jiù gēn fācái de yìsi shì yīyàng de.","In China, the number eight has the similar sound as the word ''making a fortune'' in Chinese, so people regard the number eight as the meaning of fortunate."
